ID,Job Title,fname,sname,department,mobile,country,city
4756,Designer,Julian,Locke,Research and Development,3-518-355-5162,Montenegro,San Bernardino
4757,Machine Operator,Benjamin,Victor,IT,4-357-116-0270,Turkey,Tallahassee
4758,Steward,Hank,Fenton,Human Resources,1-651-334-0144,Bosnia and Herzegovina,Fullerton
4759,Web Developer,Fred,Franks,Marketing,8-134-707-4073,Andorra,Fayetteville
4760,Global Logistics Supervisor,Naomi,Lane,IT,3-080-606-1821,Paraguay,Portland
4761,Restaurant Manager,Carissa,Roberts,Marketing,6-267-625-1802,Brazil,Oklahoma City
4762,Project Manager,Amy,Bristow,Accounting,1-216-376-6528,Montenegro,Wien
4763,Steward,Eileen,Talbot,Marketing,7-662-878-3342,Georgia,Fort Lauderdale
4764,Chef Manager,Lynn,Lane,Research and Development,3-338-100-5778,Cabo Verde,Baltimore
4765,Paramedic,Hadley,Murray,Finance,1-131-283-4540,Netherlands,Salem
4766,Associate Professor,Ivy,Hopkins,Finance,2-655-608-8252,Mongolia,Honolulu
4767,Web Developer,Adela,Locke,Accounting,5-148-445-8156,Finland,Milano
4768,Investment  Advisor,Owen,Ripley,Management,2-414-103-1163,Swaziland,Salem
4769,Machine Operator,Chloe,Hopkins,Purchasing,8-610-553-2263,Norway,Cincinnati
4770,Assistant Buyer,Hayden,Walton,IT,8-300-737-2072,Lithuania,Stockton
4771,Fabricator,Johnny,Rose,Human Resources,3-677-182-0132,France,Milwaukee
4772,Insurance Broker,Samantha,Craig,Accounting,0-032-646-1217,Saint Kitts and Nevis,Pittsburgh
4773,Fabricator,Bryon,Furnell,Finance,7-737-068-5504,China,Jersey City
4774,Physician,Bridget,Farrant,Accounting,8-511-577-3734,Switzerland,Washington
4775,Chef Manager,Cedrick,Waterson,Sales,5-833-614-1501,Yemen,Wien
4776,Baker,Daphne,Roscoe,Purchasing,6-185-322-3421,Macedonia,Saint Paul
4777,Fabricator,Jane,Boden,Research and Development,0-235-087-5068,Guinea-Bissau,Fullerton
4778,Stockbroker,Carmella,Sylvester,Finance,1-150-828-2106,Palau,Milano
4779,Clerk,Johnny,Waterson,Human Resources,3-610-834-2246,Mongolia,San Jose
4780,Front Desk Coordinator,Iris,Adler,Operations,7-004-278-0558,Slovenia,Glendale
4781,Cashier,Francesca,Umney,Accounting,7-270-666-1861,Mongolia,Fort Lauderdale
4782,Investment  Advisor,Courtney,Reynolds,Research and Development,6-082-837-5844,Liberia,Fullerton
4783,Audiologist,Allison,Trent,Research and Development,4-032-331-7636,Dominica,Anaheim
4784,Restaurant Manager,Benny,Phillips,Purchasing,1-780-472-2782,Barbados,New York
4785,HR Specialist,Kurt,Kennedy,Research and Development,5-366-428-0027,"Korea, North",Hayward
4786,Physician,Alessandra,Rogers,Sales,6-011-043-7078,Uzbekistan,Glendale
4787,Assistant Buyer,Benny,Mcnally,IT,2-658-045-3803,Brazil,Indianapolis
4788,Executive Director,Mackenzie,Gonzales,Operations,6-572-733-8213,Saint Vincent and the Grenadines,Prague
4789,Bellman,Fiona,Roman,Finance,7-655-604-0154,Congo,Madison
4790,Accountant,Doug,Grant,Human Resources,2-321-862-1213,Angola,Rome
4791,Design Engineer,Josh,Knight,Human Resources,8-043-266-8670,Malawi,Paris
4792,Front Desk Coordinator,Samantha,Ulyatt,Management,7-702-348-1657,Guinea,Madrid
4793,Service Supervisor,Jacob,Emmett,Operations,8-054-227-1104,Denmark,Saint Paul
4794,Cook,George,Rivers,Accounting,8-445-141-8627,Montenegro,Pittsburgh
4795,Web Developer,Marissa,Funnell,Human Resources,7-442-123-3118,Argentina,Fremont
4796,Budget Analyst,Eduardo,Thomson,Accounting,8-653-448-8837,Honduras,Tulsa
4797,Ambulatory Nurse,Cadence,Hastings,Operations,1-721-103-2608,United Kingdom,Washington
4798,Stockbroker,Wade,Ramsey,Purchasing,7-284-217-5151,Netherlands,Scottsdale
4799,Machine Operator,Domenic,Jordan,Operations,2-762-173-0555,USA,Tokyo
4800,Service Supervisor,Benny,Franks,Purchasing,0-853-483-1604,Honduras,Berlin
4801,Associate Professor,Luna,Ashwell,Finance,7-545-455-2517,Burundi,Fullerton
4802,Budget Analyst,Phillip,Ingham,Operations,1-673-146-8663,Vatican City,Orlando
4803,HR Coordinator,Matt,Daniells,Research and Development,4-528-187-5668,Bulgaria,Lancaster
4804,Lecturer,Regina,Gallacher,Operations,5-616-567-1804,Thailand,Minneapolis
4805,Cashier,Roger,Allington,Human Resources,5-068-736-7813,Côte d’Ivoire,St. Louis
4806,Steward,Mark,Nanton,Sales,1-773-627-3536,Kazakhstan,Detroit
4807,Web Developer,Greta,Windsor,Purchasing,5-634-855-4354,Bhutan,Lancaster
4808,Accountant,Macy,Ebden,Human Resources,7-878-518-8215,Saint Vincent and the Grenadines,Lakewood
4809,Call Center Representative,Joy,Leigh,Finance,1-111-725-3003,Croatia,San Jose
4810,Healthcare Specialist,Sabina,Baker,Marketing,1-053-464-0342,Ireland,Detroit
4811,Laboratory Technician,Carl,Noach,Purchasing,1-851-441-5574,Angola,Colorado Springs
4812,Fabricator,Amelia,Mccormick,Finance,4-546-047-3518,Guyana,Tallahassee
4813,Mobile Developer,Chester,Andrews,Management,8-544-787-8656,Central African Republic,Escondido
4814,Restaurant Manager,Rick,Gaynor,Operations,3-047-783-1323,Nicaragua,Bellevue
4815,Physician,Cara,Mann,Purchasing,4-555-627-0127,Nepal,Anaheim
4816,Paramedic,Javier,Campbell,Finance,4-161-246-4852,Saint Kitts and Nevis,Bucharest
4817,Accountant,Georgia,Lunt,Research and Development,8-565-655-4364,The Bahamas,Glendale
4818,Audiologist,Candice,Bennett,Marketing,7-118-166-5818,Netherlands,Stockton
4819,Food Technologist,Cassandra,Owen,Accounting,2-741-587-2815,Nepal,Escondido
4820,Web Developer,Alice,Ingham,Sales,7-688-874-5820,Solomon Islands,Scottsdale
4821,Production Painter,Lucy,Blythe,Operations,0-123-625-1751,Belarus,Fayetteville
4822,Paramedic,Rachael,Clifford,Operations,4-280-465-6627,Lithuania,Irving
4823,IT Support Staff,Javier,Parr,Human Resources,3-142-711-2785,Botswana,San Francisco
4824,Bookkeeper,Tony,May,Marketing,4-446-588-7114,Belarus,Saint Paul
4825,Health Educator,Russel,Grant,IT,2-516-767-8538,Fiji,Portland
4826,Bellman,Chuck,Rixon,Sales,4-715-458-6420,Zimbabwe,Oakland
4827,Executive Director,Joy,Gaynor,IT,3-676-605-0632,Myanmar,Santa Ana
4828,Steward,Liam,Welsch,Research and Development,1-601-833-6680,Colombia,Oklahoma City
4829,Doctor,Anabelle,Mills,Finance,0-774-462-6363,Kuwait,London
4830,Physician,Renee,Ellis,Accounting,4-323-880-5720,Djibouti,Colorado Springs
4831,Food Technologist,Tyler,Vaughn,Research and Development,3-587-455-0637,The Bahamas,Irving
4832,Banker,Joseph,Collis,Finance,5-076-864-1551,Bhutan,Huntsville
4833,Healthcare Specialist,Rita,Mackenzie,Research and Development,5-866-225-2014,Seychelles,Washington
4834,Webmaster,Marissa,Nielson,Human Resources,0-474-570-4670,The Bahamas,Indianapolis
4835,Auditor,Paige,Dubois,Accounting,2-271-375-8120,"Sudan, South",Huntsville
4836,Laboratory Technician,Abbey,Atkinson,Marketing,2-806-153-5653,Jordan,Otawa
4837,Project Manager,Maxwell,Lynch,Marketing,0-651-445-0667,Cambodia,London
4838,Budget Analyst,Andrea,Woods,IT,7-063-452-2236,Sao Tome and Principe,Atlanta
4839,Bookkeeper,Britney,Griffiths,Purchasing,8-644-537-4637,Ethiopia,Milwaukee
4840,Service Supervisor,Lexi,Flack,Accounting,6-402-820-7020,Egypt,Moreno Valley
4841,Assistant Buyer,Harry,Sloan,Finance,1-158-872-3321,Austria,Moreno Valley
4842,Accountant,Tyler,Jackson,Accounting,6-043-551-7304,Switzerland,Arlington
4843,Accountant,Ron,Flack,Accounting,4-756-858-7827,Bolivia,Tokyo
4844,Audiologist,Anthony,Mason,Human Resources,4-444-047-7200,Togo,Boston
4845,CNC Operator,Amy,Ianson,Purchasing,6-735-462-2138,El Salvador,Bellevue
4846,Loan Officer,Hailey,Reynolds,Operations,8-337-854-7065,Swaziland,Berlin
4847,Dentist,Fred,Terry,Marketing,6-871-180-7713,Cabo Verde,Lincoln
4848,Steward,Regina,Denton,Research and Development,1-728-648-6315,Estonia,St. Louis
4849,Staffing Consultant,Megan,Kidd,Management,3-632-004-0686,Rwanda,Detroit
4850,CNC Operator,Nancy,Needham,Research and Development,2-847-477-4040,Thailand,Huntsville
4851,Machine Operator,Boris,Yoman,Research and Development,4-067-704-2145,South Africa,El Paso
4852,Retail Trainee,Vanessa,Richardson,Management,4-785-785-3166,Syria,Baltimore
4853,Electrician,Lana,Hobson,Marketing,0-378-532-1810,United Arab Emirates,Pittsburgh
4854,HR Coordinator,Parker,Eyres,Accounting,2-611-352-7230,Monaco,Richmond
4855,Healthcare Specialist,Chester,Healy,Accounting,3-745-487-4441,Togo,Phoenix
4856,Dentist,Mona,Oliver,Sales,8-574-128-2261,Côte d’Ivoire,Cincinnati
4857,Restaurant Manager,Aiden,Dillon,Management,7-772-681-1854,East Timor (Timor-Leste),Murfreesboro
4858,Cash Manager,Jaylene,Oswald,Finance,8-244-321-6565,Somalia,Zurich
4859,Budget Analyst,Megan,Wellington,Finance,4-265-316-4262,Côte d’Ivoire,Atlanta
4860,Auditor,Wade,Plant,Finance,7-445-401-5153,Swaziland,Cincinnati
4861,Cook,Rocco,Hewitt,Research and Development,3-507-004-7815,France,Prague
4862,Investment  Advisor,Boris,Stone,Marketing,2-814-815-2557,Peru,Bucharest
4863,Accountant,Rufus,Wood,Marketing,1-738-758-5844,Guatemala,Laredo
4864,Global Logistics Supervisor,Rosemary,Needham,Research and Development,3-344-434-6086,Honduras,Richmond
4865,Inspector,Percy,Emmett,Management,1-422-805-1135,Algeria,Oklahoma City
4866,Lecturer,Doug,Bloom,Marketing,6-537-266-1273,Cyprus,Lisbon
4867,Budget Analyst,Benjamin,Slater,Operations,4-337-238-8557,Switzerland,St. Louis
4868,Loan Officer,Sebastian,Connell,Operations,4-775-152-2511,The Gambia,Madison
4869,Mobile Developer,William,Malone,Sales,3-323-861-8006,New Zealand,Memphis
4870,Software Engineer,Kieth,Potts,Purchasing,8-371-462-6717,Honduras,Toledo
4871,Front Desk Coordinator,George,Yarwood,Marketing,1-505-605-4735,Bangladesh,Lincoln
4872,Machine Operator,Harry,Fisher,IT,4-760-505-2582,Mongolia,Lakewood
4873,Front Desk Coordinator,Peter,Rycroft,Sales,3-132-552-5174,Switzerland,Irving
4874,Steward,Harvey,Stevens,Marketing,1-454-300-3188,Italy,Toledo
4875,Inspector,Denny,Franks,Human Resources,3-823-342-1184,Maldives,San Diego
4876,Investment  Advisor,Wade,Strong,Sales,1-002-845-3301,Spain,Jacksonville
4877,Investment  Advisor,Carla,Dallas,Accounting,6-603-311-5157,Poland,Quebec
4878,Auditor,Angelina,Stewart,Human Resources,8-435-003-0535,Colombia,Madison
4879,Machine Operator,Claire,Payne,Research and Development,3-778-668-7538,Colombia,Prague
4880,Bellman,Anais,Alldridge,Operations,7-666-267-4368,Djibouti,Albuquerque
4881,Cashier,Claire,Doherty,Operations,2-273-635-3788,Laos,Berlin
4882,Steward,Bree,Thorne,Sales,1-118-438-0638,Laos,Moreno Valley
4883,Paramedic,Hanna,Coleman,Human Resources,0-031-236-7743,Togo,Kansas City
4884,Assistant Buyer,Hank,Middleton,IT,5-788-308-6610,Bosnia and Herzegovina,Huntsville
4885,Steward,Aleksandra,Gallacher,Management,6-763-157-4148,Saint Kitts and Nevis,Orlando
4886,Restaurant Manager,Nicholas,Gibbons,Human Resources,2-603-342-6685,United Kingdom,San Bernardino
4887,Laboratory Technician,William,Franks,Operations,2-320-324-0426,Thailand,Santa Ana
4888,Production Painter,Shelby,Mills,Sales,8-224-636-2221,Libya,Laredo
4889,Operator,Josh,Mann,IT,1-835-382-5687,Vietnam,New Orleans
4890,Software Engineer,Jocelyn,Clarke,Marketing,1-484-618-3122,Grenada,Lisbon
4891,Audiologist,Luke,Dempsey,Research and Development,1-420-784-7266,Solomon Islands,Saint Paul
4892,Inspector,Fred,Becker,Finance,0-363-226-0660,Slovenia,Columbus
4893,Software Engineer,Peter,Upsdell,Operations,0-244-644-2758,Argentina,Fort Lauderdale
4894,Inspector,Denny,Mackenzie,Purchasing,4-825-002-3350,Georgia,Lyon
4895,Treasurer,Holly,Bradshaw,Research and Development,3-382-135-6650,Algeria,Lincoln
4896,Production Painter,Elijah,Eaton,Accounting,8-012-028-4176,Micronesia,Springfield
4897,Operator,George,Bishop,Purchasing,7-255-724-1238,Croatia,El Paso
4898,Front Desk Coordinator,Rocco,Moran,Human Resources,4-210-704-7528,Guyana,Tulsa
4899,Clerk,Alex,Morrison,Finance,7-175-177-8023,Liberia,Garland
4900,Ambulatory Nurse,Nate,Newton,Research and Development,0-810-618-5862,Myanmar,Worcester
4901,Cook,Audrey,Flynn,Finance,5-242-077-1435,Rwanda,Honolulu
4902,Healthcare Specialist,Bob,Needham,Research and Development,8-187-020-5443,Kenya,Berlin
4903,Executive Director,Cristal,Upton,Sales,5-812-717-3004,Vietnam,Honolulu
4904,Business Broker,Eden,Dyson,Sales,1-504-652-4356,Bulgaria,Colorado Springs
4905,Webmaster,Danny,Ross,Sales,4-180-402-5557,Italy,Arlington
4906,HR Coordinator,Michael,Clifford,Finance,2-727-735-1321,Lithuania,Nashville
4907,Banker,Vivian,Andrews,Management,5-646-810-4218,Namibia,San Jose
4908,Paramedic,Valerie,Sloan,Human Resources,8-562-806-1522,Namibia,Saint Paul
4909,Investment  Advisor,Zara,Whatson,IT,1-362-252-5206,Montenegro,Jacksonville
4910,HR Specialist,Gabriel,Grant,IT,0-666-527-6662,Mexico,Worcester
4911,HR Coordinator,Ron,Gonzales,Purchasing,0-503-650-0776,United Kingdom,San Antonio
4912,Designer,Wade,Robinson,Marketing,8-417-448-0864,Niger,Scottsdale
4913,Health Educator,Wendy,Wheeler,Finance,2-305-574-1380,Georgia,Atlanta
4914,Ambulatory Nurse,Davina,King,IT,1-401-367-5227,Pakistan,Nashville
4915,Biologist,Eduardo,Faulkner,Accounting,4-265-615-7836,Macedonia,Glendale
4916,Design Engineer,Sharon,Butler,Human Resources,7-751-034-5704,Taiwan,Richmond
4917,Cook,Jackeline,Phillips,Management,8-424-242-1447,Tajikistan,Henderson
4918,Web Developer,Logan,Coleman,Human Resources,2-382-080-1377,Saint Kitts and Nevis,Laredo
4919,Steward,Nate,Bingham,Human Resources,7-432-058-6163,Honduras,Bridgeport
4920,Design Engineer,Wade,Griffiths,Sales,0-842-285-4822,Uzbekistan,Denver
4921,Budget Analyst,Lorraine,Talbot,Sales,0-278-572-6866,Dominican Republic,Norfolk
4922,Front Desk Coordinator,Rosalee,Franks,Human Resources,8-446-602-5882,Czech Republic,Philadelphia
4923,Front Desk Coordinator,Nicholas,Cassidy,IT,7-402-532-8085,Sweden,Los Angeles
4924,Fabricator,Phillip,Simpson,Sales,8-214-358-8803,Bhutan,Richmond
4925,Bellman,George,Farrell,Human Resources,8-212-761-5621,Central African Republic,Stockton
4926,Mobile Developer,Nathan,Quinton,Research and Development,1-481-262-7588,Kosovo,Madrid
4927,Physician,Javier,Gilmore,Sales,4-158-863-6770,"Congo, Republic of the",Hollywood
4928,Designer,Lindsay,Huggins,Operations,1-657-317-1028,Ghana,Hollywood
4929,Web Developer,William,Nicholls,Accounting,7-164-448-2057,Sierra Leone,Pittsburgh
4930,Machine Operator,Summer,Yang,Sales,8-087-783-3870,United Arab Emirates,Hayward
4931,Call Center Representative,Jaylene,Benfield,Management,8-526-435-0320,Colombia,Madrid
4932,HR Specialist,Rebecca,Miller,Human Resources,6-023-155-7317,Maldives,Orlando
4933,Loan Officer,Boris,Holmes,Marketing,0-363-635-3142,Norway,Sacramento
4934,Lecturer,Stella,Porter,Accounting,8-705-712-7783,Georgia,Atlanta
4935,Design Engineer,Greta,Healy,Human Resources,7-866-880-2762,Australia,Laredo
4936,Webmaster,Eduardo,Eyres,Sales,4-223-573-1268,Syria,Fayetteville
4937,Lecturer,Beatrice,Hardwick,Operations,6-888-284-8566,Grenada,Richmond
4938,HR Coordinator,Bryce,Harrison,Operations,7-202-462-1377,Uzbekistan,Miami
4939,Biologist,Joseph,Stubbs,Finance,6-227-481-6310,El Salvador,Laredo
4940,Front Desk Coordinator,Raquel,Weasley,Purchasing,2-225-781-5115,Micronesia,Bakersfield
4941,Biologist,Livia,Radley,Management,6-227-515-1113,Papua New Guinea,Norfolk
4942,Business Broker,Emery,Weasley,IT,3-821-137-5528,Marshall Islands,New York
4943,CNC Operator,Ivy,Poole,Marketing,1-616-366-6111,China,Hayward
4944,Clerk,Alessandra,Eastwood,Human Resources,2-484-207-5615,Kyrgyzstan,Baltimore
4945,Treasurer,Carolyn,Pearson,Management,8-824-301-5065,Yemen,Laredo
4946,Accountant,Lauren,Gilbert,Accounting,5-762-054-1226,Bhutan,Rome
4947,Cash Manager,Carla,Hill,Finance,7-737-812-1254,Montenegro,Oakland
4948,Steward,Ethan,Price,Research and Development,0-726-216-3254,Yemen,Pittsburgh
4949,Treasurer,Bob,Dallas,Sales,5-664-070-8856,South Africa,Rochester
4950,Chef Manager,John,Hunt,Purchasing,1-465-355-6756,Bolivia,Cincinnati
4951,Stockbroker,Melinda,Hogg,Management,3-802-635-0701,Seychelles,Ontario
4952,Systems Administrator,Owen,Lloyd,Human Resources,1-100-621-2217,Paraguay,Bakersfield
4953,Pharmacist,Valentina,Cox,Research and Development,7-300-555-4666,Syria,Milwaukee
4954,Budget Analyst,Julius,Hope,Management,2-567-841-7162,Malawi,Bucharest
4955,Food Technologist,Ramon,Little,Purchasing,1-454-584-4325,Colombia,Boston
4956,Health Educator,Joseph,Hill,IT,0-887-247-2360,Malaysia,Norfolk
4957,Call Center Representative,Chelsea,Martin,Sales,7-651-351-5588,Latvia,St. Louis
4958,Project Manager,Adalie,Drake,Human Resources,1-787-212-3634,Thailand,San Antonio
4959,Dentist,Christy,Milner,Sales,4-627-265-7311,Norway,San Antonio
4960,Staffing Consultant,Clint,Baker,Human Resources,8-543-651-6667,Austria,Washington
4961,Operator,Michael,Snow,Sales,4-703-880-1384,Kuwait,San Jose
4962,Systems Administrator,Chester,Taylor,Operations,3-600-040-6807,Mauritius,Orlando
4963,Business Broker,Ramon,Lakey,Operations,7-853-136-6624,Algeria,Los Angeles
4964,Executive Director,Chris,Whatson,Marketing,6-330-587-1882,Tuvalu,Quebec
4965,Call Center Representative,Noah,Reynolds,Management,1-133-331-4526,Canada,Colorado Springs
4966,Audiologist,Tyson,Abbey,Human Resources,4-206-223-3264,Mali,Rochester
4967,Banker,Benny,Phillips,Accounting,7-201-586-1012,Cambodia,Las Vegas
4968,IT Support Staff,Sage,Wood,Marketing,5-878-806-6535,Peru,Anaheim
4969,Fabricator,Selena,Lyon,Operations,1-822-511-0432,Georgia,Jacksonville
4970,Physician,Jennifer,Paterson,Accounting,5-722-484-0336,Cabo Verde,Salem
4971,HR Coordinator,Parker,Eastwood,Management,7-066-736-4577,Guinea,Indianapolis
4972,HR Specialist,Christy,Whinter,Research and Development,1-686-217-4824,Yemen,San Antonio
4973,Web Developer,Mason,Denton,Finance,6-644-771-6883,France,Saint Paul
4974,Banker,Julius,Nash,Marketing,5-577-180-1061,Bolivia,Murfreesboro
4975,CNC Operator,Brad,Broomfield,Management,3-377-022-3737,Kazakhstan,Phoenix
4976,Health Educator,Keira,Glynn,Operations,1-473-370-8837,Russia,San Jose
4977,Laboratory Technician,Logan,Vince,Sales,3-524-434-1534,Libya,Salt Lake City
4978,Clerk,Violet,Baldwin,Purchasing,8-846-708-3835,Greece,Quebec
4979,Budget Analyst,Julia,Bennett,Research and Development,8-512-173-5178,Iraq,Saint Paul
4980,Global Logistics Supervisor,Jocelyn,Roman,Sales,8-542-158-8350,East Timor (Timor-Leste),Baltimore
4981,Lecturer,Christy,Little,IT,6-611-151-0126,Saint Lucia,New Orleans
4982,Mobile Developer,Naomi,Hammond,Operations,4-701-361-2537,Bhutan,Otawa
4983,Pharmacist,William,Addison,Management,5-782-202-1081,Turkey,Seattle
4984,Budget Analyst,Estrella,Warden,Marketing,3-380-742-3538,Uzbekistan,Portland
4985,Project Manager,Jade,Irwin,Operations,2-277-027-0628,Italy,Long Beach
4986,Restaurant Manager,Goldie,Barclay,Operations,3-625-755-2428,Micronesia,Lancaster
4987,Paramedic,Jayden,Larkin,Finance,3-300-812-2124,Kenya,Toledo
4988,Chef Manager,Ron,Bennett,Operations,7-351-548-8816,Singapore,Venice
4989,Bellman,Drew,Booth,Operations,4-350-253-1331,Russia,Berna
4990,Dentist,Thea,Thatcher,Marketing,6-770-000-5126,Kyrgyzstan,Lisbon
4991,Clerk,Daniel,Hale,IT,4-572-011-7446,Afghanistan,Henderson
4992,Ambulatory Nurse,Adalind,Chester,Management,4-335-313-5634,The Bahamas,New Orleans
4993,Systems Administrator,Keira,Simmons,Purchasing,8-556-155-2801,Bhutan,Denver
4994,Webmaster,Roger,Allen,Finance,0-043-636-6282,Moldova,Milwaukee
4995,Pharmacist,Claire,Snell,Management,6-277-230-2243,Kuwait,Orlando
4996,Investment  Advisor,Abdul,Vaughan,Finance,5-228-875-2383,Bosnia and Herzegovina,El Paso
4997,Electrician,Clarissa,Ring,IT,1-653-137-3678,Venezuela,Richmond
4998,Global Logistics Supervisor,Faith,Parr,Management,3-631-484-6130,Barbados,Richmond
4999,Accountant,Cherish,Rust,Research and Development,5-373-520-6213,Uruguay,Pittsburgh
5000,Laboratory Technician,Maia,Allen,Accounting,4-571-600-7542,Kosovo,El Paso
5001,Assistant Buyer,Chester,Parker,Accounting,8-733-426-0136,Indonesia,Orlando
5002,Designer,Harvey,Fox,Human Resources,5-836-586-6030,Burkina Faso,Miami
5003,Designer,Gwen,Shepherd,Sales,0-020-155-3714,Macedonia,Santa Ana
5004,HR Coordinator,Miley,Farrant,IT,6-286-538-5256,Iran,Houston
5005,Cash Manager,Gloria,Clarke,Human Resources,1-436-276-1620,Canada,Dallas
5006,Dentist,Faith,Lane,Management,0-452-378-8700,Italy,Norfolk
5007,Bellman,Joseph,Gosling,Research and Development,8-442-471-8463,Brunei,Salt Lake City
5008,Executive Director,Alan,Cooper,Human Resources,8-654-736-5862,Sao Tome and Principe,Indianapolis
5009,Design Engineer,Javier,Beal,Management,1-554-381-4261,Slovakia,Hollywood
5010,Insurance Broker,Moira,Brett,Purchasing,3-007-541-7805,Egypt,Atlanta
5011,Staffing Consultant,Diane,Collins,Finance,6-563-056-4183,Belize,Huntsville
5012,HR Specialist,Tom,Lloyd,Finance,5-414-538-4365,Burkina Faso,San Bernardino
5013,Audiologist,Wendy,Ellison,Management,5-342-244-7205,Cameroon,Denver
5014,Designer,Cedrick,Allington,Operations,4-116-857-0725,Paraguay,Tulsa
5015,Pharmacist,Luke,Fox,Operations,5-205-623-3712,Marshall Islands,Hayward
